age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
34,93154,11.5,10,3.1,9,10,37,7,125427,20610,9,3,6,2,7,6,10,4,7,10,3,Other,Tier 2,Online
22,78910,8.0,1,4.3,9,8,24,7,40812,500,4,5,4,7,6,1,6,5,4,4,4,Other,Tier 3,Hybrid
42,179643,6.8,11,4.9,10,8,40,10,69876,67887,2,6,2,6,7,7,9,5,6,4,7,Female,Tier 1,Hybrid
41,15000,8.9,11,4.6,5,7,30,11,60258,60562,6,7,4,10,10,8,8,5,7,9,4,Male,Tier 2,Store
19,135342,8.0,6,4.3,7,8,35,9,103946,25896,7,9,3,7,1,10,7,5,2,9,3,Female,Tier 1,Store
38,116337,8.6,8,3.9,5,9,37,9,90394,75667,4,9,3,5,5,7,4,8,5,10,5,Other,Tier 1,Hybrid
50,77291,4.1,9,4.8,8,8,12,12,32656,65140,3,6,7,5,5,4,6,9,7,5,6,Other,Tier 3,Store
66,163499,6.3,3,1.8,4,7,22,6,117758,85576,5,5,6,5,1,4,3,3,9,1,4,Female,Tier 3,Store
38,80414,9.7,10,3.7,6,8,49,13,77487,88092,7,9,5,6,8,7,6,9,2,9,8,Other,Tier 3,Store
53,28462,8.1,9,2.7,5,10,47,3,123268,24178,7,5,7,5,10,2,4,6,2,10,8,Female,Tier 3,Online
54,206173,4.6,2,2.8,6,7,20,15,92401,98991,3,8,6,6,9,7,3,8,1,7,6,Female,Tier 1,Store
53,159560,7.2,5,1.5,4,9,37,13,94117,71651,7,5,1,4,6,8,3,10,4,6,5,Female,Tier 2,Hybrid
30,114587,11.4,14,4.3,4,10,48,3,128023,58510,7,6,4,4,8,9,4,3,4,6,8,Male,Tier 1,Online
34,15000,7.4,6,3.2,9,10,40,4,76561,26188,10,8,7,6,6,7,9,5,2,4,5,Female,Tier 3,Hybrid
50,136002,5.9,7,1.8,5,9,27,0,75045,8855,10,7,3,7,6,4,6,4,2,5,1,Female,Tier 2,Hybrid
68,155134,2.5,1,2.1,4,3,0,18,36316,138780,9,4,5,4,6,6,3,10,7,6,8,Male,Tier 3,Store
18,84740,8.3,5,4.3,3,6,30,10,71161,93527,8,9,3,6,6,6,7,5,4,10,5,Male,Tier 2,Hybrid
31,208942,8.3,6,3.4,3,8,35,9,87583,134097,6,9,5,5,10,6,10,8,2,4,9,Other,Tier 2,Hybrid
55,67534,2.1,7,3.6,7,6,0,19,53015,84750,10,3,5,7,5,3,6,10,5,5,4,Male,Tier 3,Store
30,83831,7.5,7,5.9,6,7,33,1,78047,16671,7,6,1,7,8,7,10,4,5,3,10,Female,Tier 3,Hybrid
71,102067,2.7,3,0.9,5,4,3,12,900,79877,5,3,7,4,5,2,1,7,4,9,1,Female,Tier 3,Store
70,112867,4.0,8,0.5,6,4,5,16,27320,94052,7,4,3,5,6,5,7,7,8,8,3,Other,Tier 3,Store
44,163026,6.6,11,6.0,4,7,30,11,150000,80352,6,0,1,5,10,5,10,6,6,7,3,Male,Tier 1,Store
31,102489,10.1,13,3.6,6,8,32,14,50093,69377,8,9,2,6,10,4,8,7,1,8,6,Male,Tier 2,Store
57,99151,6.0,12,2.9,6,6,15,19,72073,51179,6,4,5,4,5,3,8,5,2,5,7,Female,Tier 3,Store
54,124519,6.1,5,1.4,6,8,10,9,53819,64364,7,2,7,6,9,8,5,5,5,4,9,Other,Tier 3,Store
47,137478,9.0,4,5.0,7,9,31,2,111108,500,7,2,4,3,6,7,5,5,6,9,9,Male,Tier 1,Hybrid
35,230418,9.6,11,5.3,4,10,39,3,131420,117088,9,8,4,5,8,8,10,3,7,6,5,Female,Tier 2,Hybrid
37,136859,7.8,14,3.1,8,10,35,8,101555,69163,6,7,5,4,10,8,8,3,1,8,1,Male,Tier 2,Hybrid
32,168588,8.4,4,4.1,4,7,23,14,48546,111271,4,9,2,4,6,6,6,3,4,6,10,Female,Tier 1,Store
53,140204,6.4,8,3.8,5,6,27,10,94829,91072,6,5,6,7,2,7,10,7,8,4,2,Female,Tier 3,Store
39,136486,8.6,9,3.5,7,10,37,7,139917,61167,3,6,5,6,9,9,9,6,5,4,1,Other,Tier 3,Online
55,73896,4.9,8,6.0,7,5,17,6,26652,73262,7,5,6,7,6,6,10,4,6,9,7,Female,Tier 3,Hybrid
45,62257,6.9,6,4.1,4,8,28,7,64531,34079,5,9,5,5,1,3,10,6,2,9,7,Female,Tier 2,Store
44,182822,5.0,4,5.1,7,6,20,11,107498,62855,2,5,5,3,5,5,9,7,3,3,4,Female,Tier 2,Store
56,154954,4.6,10,5.0,7,10,30,5,65398,80465,4,6,7,4,3,5,8,8,3,2,5,Female,Tier 2,Hybrid
36,147843,7.4,14,2.9,1,8,20,13,48199,141614,7,4,3,6,3,9,6,5,4,10,4,Male,Tier 1,Store
43,119296,7.1,14,2.0,7,8,24,2,78777,8989,5,6,5,2,5,3,6,5,4,6,7,Other,Tier 3,Hybrid
63,91518,5.6,10,0.0,7,6,6,19,104879,61428,7,2,3,9,4,5,6,8,4,6,5,Female,Tier 3,Store
45,71640,5.2,4,4.0,5,6,14,9,7187,17568,4,7,7,4,3,4,8,1,5,7,8,Male,Tier 2,Store
35,101495,4.8,14,5.4,5,7,17,7,91666,32957,2,7,5,9,7,6,8,5,4,2,4,Other,Tier 2,Store
76,109452,1.7,1,0.7,3,3,0,9,69240,16586,9,3,2,7,4,6,9,6,3,3,7,Male,Tier 1,Store
31,250000,9.3,10,6.0,6,10,36,2,100622,117440,3,5,3,6,2,7,9,2,3,10,5,Other,Tier 1,Hybrid
65,37096,4.8,3,2.8,3,7,15,15,34243,80099,10,5,5,5,6,8,6,10,7,10,3,Female,Tier 2,Store
43,110413,8.3,10,2.8,7,8,37,4,96860,54803,7,3,4,5,9,9,5,5,3,6,4,Other,Tier 1,Online
18,67217,8.6,4,4.1,8,10,20,9,50176,83595,6,5,4,10,6,9,10,3,5,9,8,Male,Tier 3,Online
29,162014,9.5,9,3.6,10,10,27,12,142511,98440,6,8,2,6,9,7,10,4,2,7,6,Other,Tier 2,Online
51,59660,6.2,3,2.1,7,8,30,2,86286,70910,6,5,4,7,9,5,8,4,1,9,5,Female,Tier 3,Hybrid
46,127832,5.4,10,2.7,5,6,4,18,93129,92467,4,5,7,4,5,9,4,10,1,10,6,Other,Tier 1,Store
46,92565,10.0,5,4.2,5,6,35,6,85444,65851,7,4,4,8,2,5,7,4,4,7,4,Female,Tier 1,Hybrid
34,123139,9.1,11,4.4,6,6,16,6,55872,127246,4,2,3,10,7,3,10,5,3,10,4,Male,Tier 1,Store
54,144575,5.3,7,1.5,5,4,13,16,119231,148018,6,4,4,2,4,6,8,6,6,10,10,Female,Tier 1,Store
61,81975,6.3,7,2.3,5,9,19,11,68725,57712,3,6,6,8,1,6,1,4,2,5,5,Male,Tier 3,Hybrid
29,84328,8.6,9,4.9,6,10,27,8,70327,16511,8,6,5,3,5,7,8,3,4,7,2,Female,Tier 3,Online
55,120384,5.3,6,2.6,6,8,21,9,76564,37536,5,2,6,3,6,4,8,10,6,6,4,Other,Tier 3,Store
34,91459,8.3,6,3.5,8,9,29,11,101262,43975,7,7,2,4,7,5,7,10,4,6,10,Male,Tier 1,Hybrid
56,144339,6.3,14,3.7,5,5,5,11,50796,127596,4,2,1,6,5,3,6,7,3,9,1,Male,Tier 2,Store
60,117155,5.7,1,5.2,4,5,15,14,23520,67558,4,8,3,8,5,5,6,9,5,1,6,Male,Tier 3,Store
50,84002,7.9,12,4.1,7,8,18,19,900,101209,10,2,4,5,3,4,8,8,2,5,8,Female,Tier 3,Store
57,158434,9.4,1,2.6,6,6,36,0,68191,500,6,8,3,5,9,3,4,7,8,10,10,Male,Tier 1,Hybrid
34,119765,9.2,8,5.5,7,8,28,6,75933,31863,5,5,5,2,9,6,10,5,3,7,7,Male,Tier 3,Hybrid
54,156087,6.7,7,2.2,1,6,26,9,53681,99350,4,5,2,3,10,5,4,9,2,7,1,Male,Tier 2,Store
48,145144,10.1,7,4.2,7,6,30,8,117515,42528,3,3,7,5,8,4,5,7,4,4,4,Other,Tier 3,Store
46,87172,9.4,14,4.2,8,10,33,8,120018,16140,6,3,4,6,4,3,7,4,4,7,10,Female,Tier 2,Hybrid
54,77925,8.4,11,5.5,7,9,35,7,133444,50669,10,6,3,6,9,3,7,4,6,3,10,Male,Tier 3,Hybrid
65,60113,5.5,5,4.4,6,6,24,7,61761,8840,5,3,1,8,3,5,3,4,7,10,4,Male,Tier 2,Hybrid
69,123830,2.2,5,2.4,3,3,0,17,52345,84019,8,4,3,5,2,3,6,9,5,7,1,Female,Tier 1,Store
41,130459,5.3,4,4.6,5,7,10,16,133294,69470,5,5,1,6,3,8,7,9,5,8,9,Male,Tier 2,Store
50,135866,5.0,12,4.1,5,7,23,5,91040,24398,5,8,5,8,7,6,8,10,5,5,6,Male,Tier 2,Store
53,148617,3.5,10,0.4,1,4,8,9,6875,75074,6,7,5,6,4,7,7,4,4,4,5,Female,Tier 2,Store
43,169711,7.9,14,2.5,5,8,24,9,92598,124555,4,6,4,4,5,2,6,7,6,9,6,Female,Tier 3,Hybrid
52,51971,3.8,5,1.8,3,3,0,11,56462,84495,9,6,2,7,6,3,8,7,6,4,6,Male,Tier 2,Store
46,195141,2.3,12,0.8,4,4,9,12,55385,119051,5,5,3,6,1,4,5,5,8,9,10,Female,Tier 1,Store
18,50728,7.9,1,2.6,6,10,49,4,89406,17143,4,9,2,3,7,6,8,4,5,8,6,Female,Tier 2,Online
39,86016,10.8,11,6.0,5,9,34,6,94828,35377,5,3,4,7,10,4,6,8,3,9,8,Male,Tier 2,Hybrid
23,105953,8.6,5,5.0,9,10,34,13,18272,123401,7,5,4,9,7,5,10,5,8,10,4,Male,Tier 2,Hybrid
31,132518,9.2,9,4.1,7,9,37,8,126888,20271,6,6,3,5,4,6,7,6,4,6,7,Other,Tier 1,Hybrid
18,108546,11.2,2,6.0,8,9,37,0,42051,500,5,7,4,9,10,4,9,1,3,4,1,Male,Tier 2,Online
46,75031,7.6,9,4.9,3,9,34,1,92434,30899,7,4,2,2,3,8,9,5,3,7,8,Male,Tier 2,Hybrid
30,180363,7.4,10,4.8,10,10,46,0,150000,7218,9,3,5,7,9,8,8,4,2,5,6,Male,Tier 2,Online
33,64018,9.0,13,5.8,10,7,45,3,93627,500,8,7,5,8,4,6,10,5,1,7,4,Male,Tier 3,Hybrid
18,15000,9.0,1,3.3,8,9,37,8,28489,17889,10,4,7,10,7,7,8,2,1,7,4,Female,Tier 3,Online
53,205082,6.1,10,4.7,3,4,17,11,88230,88385,6,5,3,1,7,3,8,7,6,7,7,Male,Tier 1,Hybrid
57,132269,4.5,6,2.3,5,6,13,12,149746,117019,5,2,5,6,6,8,7,9,6,7,5,Female,Tier 2,Store
41,71469,8.6,9,5.4,6,10,39,9,101806,65927,9,7,7,10,6,6,10,8,4,8,4,Female,Tier 2,Hybrid
54,17821,5.5,11,2.3,5,4,8,14,3792,33968,8,6,7,5,4,2,5,6,7,10,5,Female,Tier 3,Store
42,17814,8.8,4,4.7,7,10,37,1,120136,500,6,3,3,4,8,4,9,3,1,5,3,Male,Tier 3,Online
54,76798,6.1,10,1.4,2,5,21,5,29599,90903,6,2,2,8,7,9,7,9,6,10,8,Female,Tier 2,Store
61,164914,4.4,1,3.6,8,10,17,10,74997,57991,3,8,3,3,1,6,6,7,4,6,2,Male,Tier 1,Store
47,84426,7.1,12,4.9,8,8,23,8,25339,41249,8,8,1,6,8,5,8,7,3,6,2,Male,Tier 1,Store
39,53369,8.6,6,5.0,4,6,16,10,55110,113631,9,3,3,7,9,2,10,6,6,9,3,Female,Tier 1,Store
30,142700,9.2,7,3.7,6,8,33,9,105627,114948,6,9,1,4,9,6,10,6,4,6,4,Male,Tier 1,Hybrid
31,76561,6.4,9,4.1,6,8,35,6,101650,13912,9,5,5,5,8,6,6,5,2,10,8,Male,Tier 3,Hybrid
64,149855,5.0,1,2.9,5,7,19,8,60127,66358,7,1,4,3,3,8,7,9,6,7,4,Male,Tier 2,Store
69,250000,6.3,4,2.8,5,3,11,15,150000,133367,5,5,1,5,6,6,3,10,7,7,10,Male,Tier 1,Store
54,144074,7.2,2,1.9,6,8,16,15,72144,64518,6,5,3,6,4,6,5,6,5,5,7,Other,Tier 2,Hybrid
39,95302,8.3,6,3.8,10,8,24,9,44947,14586,8,6,2,4,8,7,10,7,2,4,5,Female,Tier 1,Online
59,143704,3.6,12,2.8,6,5,14,18,68265,106512,6,0,6,4,9,4,7,7,6,7,6,Male,Tier 1,Store
50,137808,8.8,4,2.4,6,8,28,7,100965,60858,6,7,7,4,10,4,10,8,7,4,8,Male,Tier 2,Hybrid
63,39358,3.8,9,0.6,4,4,10,12,4969,93685,10,7,5,5,6,2,6,8,5,5,5,Male,Tier 3,Store
70,122533,3.0,5,1.9,5,5,0,18,900,120005,6,3,4,5,3,8,4,10,7,9,6,Other,Tier 2,Store
54,157829,5.2,8,2.7,3,6,17,12,104364,103329,6,5,3,4,7,6,4,5,4,10,8,Other,Tier 2,Store
18,29840,11.1,1,6.0,7,10,39,9,107415,57654,6,6,7,8,10,6,9,5,4,8,7,Male,Tier 3,Hybrid
66,105780,1.7,10,1.6,2,1,0,13,900,137596,4,3,5,10,1,4,6,4,4,7,5,Other,Tier 3,Store
18,111640,9.8,9,6.0,6,10,43,6,99195,500,8,4,2,8,7,6,10,6,5,10,2,Other,Tier 2,Hybrid
37,95386,9.9,4,4.4,9,6,16,16,25325,76448,6,4,3,4,6,7,10,7,9,7,5,Female,Tier 2,Store
41,167519,8.6,10,4.0,5,10,27,8,100076,55712,2,5,2,3,4,6,8,7,6,10,10,Female,Tier 1,Hybrid
41,99329,10.8,7,4.8,6,8,37,1,78587,45537,7,6,1,7,10,10,8,4,5,10,5,Other,Tier 1,Online
49,178943,6.7,6,0.1,3,10,31,8,91206,81694,3,5,7,7,5,4,5,7,3,5,8,Male,Tier 3,Store
56,135098,4.6,11,2.9,4,3,13,8,89789,30663,5,2,5,3,4,5,2,10,4,9,1,Other,Tier 2,Store
20,95640,6.6,3,5.5,5,10,40,5,138099,500,4,9,3,8,7,8,10,5,4,7,6,Other,Tier 1,Online
34,166857,10.9,8,4.6,6,10,36,6,150000,76981,5,9,5,2,5,3,10,6,4,7,3,Female,Tier 3,Hybrid
46,112762,7.1,2,5.8,5,10,27,7,143039,65482,10,5,3,6,8,5,9,8,3,4,8,Male,Tier 1,Store
51,159402,5.1,7,3.5,1,7,24,8,33829,66454,9,7,7,2,6,4,9,9,6,8,3,Female,Tier 2,Store
40,129355,7.5,8,5.0,6,8,29,6,59236,91943,6,3,5,9,8,1,5,1,6,8,9,Other,Tier 3,Hybrid
18,15000,10.6,4,3.2,5,10,48,0,125561,30168,6,3,2,7,10,4,7,4,2,9,4,Female,Tier 2,Online
59,247020,6.7,10,3.6,6,3,17,10,102349,120263,2,2,2,4,3,3,8,8,5,8,5,Male,Tier 2,Store
40,113794,7.6,7,4.0,3,5,21,16,103165,81266,7,4,4,7,5,10,6,4,5,9,6,Female,Tier 1,Store
56,50576,8.4,11,1.6,5,8,31,5,64018,36102,7,5,1,8,6,7,7,7,3,7,3,Male,Tier 1,Hybrid
42,92731,6.7,10,4.6,5,6,24,13,109224,112445,8,1,2,6,3,4,6,10,4,6,8,Female,Tier 2,Store
60,139918,5.1,6,3.5,10,5,8,15,51933,103340,4,6,3,4,7,10,8,8,4,4,4,Female,Tier 1,Store
41,163096,8.5,7,4.1,7,10,44,11,150000,112765,6,7,5,4,9,7,10,5,6,8,6,Female,Tier 1,Online
36,111628,8.4,14,6.0,6,9,30,14,141762,119301,5,3,4,4,8,3,8,6,4,3,4,Male,Tier 3,Hybrid
28,72896,7.5,12,5.0,8,8,16,9,97642,72436,7,4,4,4,2,7,9,4,3,5,5,Other,Tier 2,Hybrid
33,114888,5.9,10,5.0,5,10,31,10,99473,74891,9,4,4,5,10,7,7,3,1,10,7,Male,Tier 2,Hybrid
67,179102,5.1,11,1.7,1,5,12,7,86880,45902,1,6,1,7,4,5,4,10,7,10,10,Male,Tier 1,Store
54,120641,6.4,9,2.3,2,4,11,7,93719,29784,6,9,5,3,5,4,6,10,5,5,2,Female,Tier 3,Store
40,171293,7.9,10,3.7,8,9,28,14,68189,70925,3,4,4,7,8,10,7,7,6,7,5,Other,Tier 1,Online
48,206917,5.4,12,5.4,8,6,2,17,54607,150000,4,8,3,5,6,6,7,7,8,8,9,Male,Tier 1,Store
44,173567,7.5,4,2.3,4,7,30,7,108345,70189,5,3,5,4,6,4,6,6,5,7,10,Male,Tier 3,Hybrid
46,87766,7.6,12,5.6,7,9,25,4,76722,50151,7,1,5,8,2,5,9,7,3,6,4,Female,Tier 3,Hybrid
53,206925,8.3,6,5.1,1,9,27,12,150000,104186,1,7,4,4,5,5,10,6,8,8,8,Other,Tier 1,Store
35,145405,5.2,14,5.3,7,10,26,1,107313,58681,10,7,1,4,4,9,8,2,8,5,10,Male,Tier 1,Hybrid
27,124479,6.2,7,3.1,7,6,11,11,28568,58475,6,1,5,6,5,5,10,6,1,7,3,Female,Tier 3,Store
18,108111,7.4,9,5.2,10,10,33,11,123968,72166,2,3,5,3,6,5,10,7,4,6,8,Other,Tier 2,Hybrid
48,131508,9.4,5,3.5,8,4,42,4,83837,67383,6,9,3,3,9,6,5,5,1,4,10,Female,Tier 1,Hybrid
27,20511,10.5,8,6.0,9,10,33,10,64069,25597,4,3,7,9,5,3,10,5,5,2,3,Other,Tier 3,Hybrid
38,111118,10.0,11,5.2,2,9,43,11,98350,104047,4,4,4,6,5,3,10,5,3,7,6,Female,Tier 2,Hybrid
37,122142,8.2,14,3.4,7,8,31,11,129124,84778,5,6,6,4,8,7,10,6,5,7,3,Female,Tier 2,Hybrid
51,250000,7.7,7,4.7,9,10,23,13,108181,122501,7,3,3,7,2,8,4,4,6,4,4,Female,Tier 1,Hybrid
43,231387,7.2,9,3.2,2,9,18,14,150000,96961,4,5,5,3,5,5,7,3,4,8,6,Male,Tier 1,Store
26,64742,9.8,6,5.9,7,10,30,5,44606,500,7,8,6,5,6,6,10,4,2,5,7,Other,Tier 3,Store
20,15000,10.1,6,4.0,7,8,24,1,28570,31649,7,7,4,9,3,3,4,6,1,6,1,Female,Tier 3,Hybrid
34,154298,10.8,8,5.1,2,8,37,0,42677,64638,5,0,3,4,10,4,7,4,3,6,5,Male,Tier 2,Store
62,96073,6.7,5,2.7,7,9,22,9,89103,26097,8,6,4,6,7,6,7,6,6,6,3,Other,Tier 2,Store
49,102317,9.1,2,5.0,6,10,45,4,79050,25010,6,8,4,7,10,2,8,9,2,7,4,Male,Tier 3,Hybrid
42,93605,7.5,11,6.0,7,8,23,9,93820,56877,6,4,4,6,9,4,10,8,6,4,9,Male,Tier 2,Store
32,91958,7.3,6,4.0,9,9,32,2,81258,13504,5,4,5,8,7,5,7,5,4,4,8,Female,Tier 3,Online
69,64890,6.2,8,1.9,5,7,17,14,40027,65398,5,6,3,8,5,7,7,9,8,4,3,Female,Tier 1,Store
63,133324,6.2,9,2.5,1,4,15,9,96711,10081,4,1,3,3,9,8,4,7,7,7,5,Female,Tier 1,Store
57,41075,4.1,3,3.2,1,4,0,19,22225,99885,7,1,6,8,2,3,8,6,7,2,1,Female,Tier 3,Store
27,83005,12.0,7,3.6,7,9,35,9,80058,7021,8,4,5,7,7,7,4,2,3,7,8,Other,Tier 3,Online
67,52086,4.1,1,2.2,2,8,19,9,94117,28386,9,8,3,9,7,7,9,5,6,8,4,Female,Tier 1,Store
79,45468,4.5,4,1.3,8,5,11,9,4836,45542,7,6,6,10,1,4,1,9,8,4,4,Male,Tier 3,Store
53,76700,7.0,4,4.2,2,7,20,6,54701,30325,8,4,3,8,8,5,9,4,7,7,8,Female,Tier 2,Store
29,80752,8.7,6,5.6,10,10,46,0,123805,4458,8,4,4,3,5,6,10,2,4,5,6,Other,Tier 2,Online
38,130044,6.1,13,3.6,7,9,24,7,47094,87246,8,7,6,4,9,3,9,6,4,8,5,Male,Tier 2,Hybrid
41,104156,5.0,11,3.7,4,7,14,4,103370,71406,4,3,5,6,4,6,8,5,5,9,8,Female,Tier 3,Store
46,115022,8.8,11,4.9,8,10,33,3,92855,44718,6,3,3,5,7,7,9,6,3,9,7,Female,Tier 2,Online
70,125746,5.6,2,2.9,6,3,6,13,31982,73564,8,5,2,7,7,2,5,9,5,7,2,Male,Tier 2,Store
18,114511,8.7,2,4.4,3,9,26,13,67445,25429,10,7,4,4,6,6,8,4,4,9,7,Male,Tier 1,Store
67,184890,2.7,6,1.6,5,4,5,10,87271,61871,3,4,6,6,3,3,4,10,5,5,2,Female,Tier 2,Store
65,169034,7.0,8,3.7,7,7,22,9,65806,91370,7,3,5,2,5,4,9,9,4,9,4,Female,Tier 1,Store
54,91747,7.4,7,3.2,5,8,35,11,60969,81007,6,9,5,3,7,4,8,4,7,10,9,Female,Tier 2,Store
25,125003,7.1,10,4.7,9,7,26,7,91822,62236,3,5,4,4,10,7,10,6,5,7,5,Female,Tier 2,Hybrid
38,146640,7.4,6,3.9,6,10,29,12,139390,64562,3,3,2,3,4,9,7,6,8,10,5,Male,Tier 1,Store
48,104634,7.2,11,5.1,6,10,29,7,86293,39747,5,5,3,4,6,9,9,4,3,8,5,Other,Tier 2,Hybrid
27,124526,8.5,10,5.3,8,10,39,4,133679,82919,5,8,5,6,9,7,10,6,2,9,8,Female,Tier 1,Hybrid
53,122071,5.0,3,3.4,7,4,23,11,75450,88094,9,0,5,6,7,6,8,3,2,7,10,Male,Tier 1,Hybrid
47,139478,8.5,5,3.0,8,8,13,15,42518,119282,6,6,4,4,10,5,5,7,4,4,5,Male,Tier 3,Store
41,98408,5.5,9,3.3,6,5,19,12,81315,54656,7,6,4,7,6,3,9,5,3,6,9,Male,Tier 2,Store
57,59766,5.4,9,3.1,6,7,19,19,80232,39779,8,1,5,6,6,8,4,9,4,10,6,Female,Tier 2,Store
36,75090,6.9,13,6.0,5,6,18,10,78275,51526,7,5,7,5,6,8,7,5,3,6,6,Other,Tier 2,Store
34,106002,10.9,6,5.1,7,6,31,3,111066,51166,4,4,6,7,5,9,6,6,4,8,7,Male,Tier 3,Online
21,85543,10.2,1,4.0,3,10,21,13,75765,55746,7,7,5,5,5,6,10,4,4,6,7,Female,Tier 2,Hybrid
28,141372,8.3,4,6.0,8,10,32,10,60543,141964,7,5,3,7,8,4,8,4,5,5,5,Other,Tier 1,Hybrid
79,15000,2.6,8,0.8,5,4,3,17,26049,49926,9,8,4,9,7,5,5,8,10,7,5,Female,Tier 2,Store
55,121137,5.8,8,2.6,5,7,26,8,109178,27416,7,8,5,8,6,1,5,9,6,10,8,Male,Tier 3,Store
48,123212,10.8,8,4.4,2,10,39,5,111380,500,9,9,5,4,3,5,8,5,2,6,8,Female,Tier 3,Hybrid
36,71180,8.3,14,5.3,3,4,20,11,59486,56163,6,6,4,5,3,1,7,3,6,6,3,Male,Tier 3,Store
47,160987,10.6,7,3.4,6,7,32,2,115302,62657,9,5,7,5,6,6,7,5,6,8,4,Female,Tier 2,Store
56,112408,6.3,5,4.2,1,5,7,12,59985,64943,4,9,4,8,7,5,7,10,4,4,3,Female,Tier 3,Store
54,93226,6.1,8,3.9,3,6,14,15,29438,68602,7,4,3,4,8,10,7,9,8,10,8,Male,Tier 1,Store
50,111774,11.0,9,2.6,10,10,49,3,128041,49729,4,9,4,3,8,6,2,10,6,6,8,Male,Tier 3,Hybrid
46,95106,7.2,10,3.0,6,10,25,9,61255,90774,8,4,6,9,4,9,7,8,3,4,9,Female,Tier 3,Hybrid
40,196958,7.4,7,4.3,6,9,19,16,64483,86489,4,4,5,5,8,3,10,7,6,9,6,Female,Tier 2,Online
45,164854,7.3,11,2.2,6,10,34,11,150000,47605,2,3,4,6,9,9,6,8,1,6,3,Male,Tier 2,Store
50,63438,7.6,8,3.6,7,8,25,8,71171,24240,10,3,5,7,6,8,9,4,9,5,10,Female,Tier 3,Online
45,148451,6.9,5,4.3,3,9,30,11,89193,144576,3,8,4,4,8,5,10,5,6,10,6,Female,Tier 2,Store
38,15000,5.2,10,4.6,4,7,20,8,58011,87223,5,8,3,5,3,4,6,8,6,7,8,Other,Tier 3,Store
33,147217,7.9,5,5.1,4,10,42,8,135099,97114,8,9,5,7,5,8,7,6,4,6,6,Other,Tier 2,Hybrid
63,46383,6.2,9,2.1,7,10,31,12,36340,34165,6,5,4,5,6,6,3,2,2,9,6,Female,Tier 1,Online
18,120986,10.9,7,6.0,9,10,43,8,117679,111372,7,8,5,5,9,10,10,3,4,8,7,Female,Tier 2,Online
42,152180,7.1,3,0.0,3,6,21,13,49994,121654,7,3,5,6,7,2,1,6,6,6,4,Male,Tier 2,Store
19,32294,9.2,5,4.7,9,9,39,1,54867,23693,10,8,1,10,9,7,10,6,1,7,7,Female,Tier 1,Hybrid
64,151323,5.3,4,4.3,1,2,11,15,111184,31968,5,8,3,8,6,6,5,8,4,7,6,Female,Tier 2,Store
51,180938,6.4,9,3.2,6,10,18,10,108085,65027,5,2,6,4,1,5,4,9,4,10,10,Female,Tier 2,Store
40,106050,7.3,5,2.0,6,10,24,11,107765,80114,8,2,5,6,6,5,7,9,6,10,7,Other,Tier 3,Store
33,132113,9.9,7,5.8,5,10,15,6,94067,36398,4,5,6,6,4,5,9,4,1,3,7,Female,Tier 3,Store
39,142151,9.4,7,4.6,6,8,25,6,103983,18085,9,8,4,6,4,6,8,5,8,9,6,Female,Tier 1,Hybrid
29,109166,9.8,11,6.0,9,10,36,11,126804,99593,6,3,5,3,9,7,10,4,4,6,8,Female,Tier 3,Hybrid
44,151646,7.0,4,2.9,6,8,7,17,92844,129730,8,6,1,5,7,6,7,3,2,6,7,Female,Tier 2,Hybrid
34,176652,7.9,8,5.1,7,10,35,9,112558,17481,6,9,5,6,4,8,10,3,7,9,4,Other,Tier 2,Hybrid
54,147498,9.6,7,3.0,7,8,42,9,148919,82986,8,9,2,3,2,1,4,6,1,9,7,Other,Tier 2,Hybrid
70,15000,4.9,8,0.3,5,4,12,12,39527,67158,10,4,5,9,7,6,1,6,8,10,8,Male,Tier 3,Store
56,74767,7.6,9,2.2,5,9,38,8,69494,54441,6,9,5,5,7,5,7,7,6,9,3,Male,Tier 3,Hybrid
23,83784,10.5,1,6.0,9,9,48,5,113232,23498,7,3,2,5,4,6,10,5,6,6,3,Male,Tier 2,Online
39,168131,7.7,7,3.4,8,9,32,12,118586,61907,4,4,2,7,10,5,2,10,6,10,6,Female,Tier 2,Hybrid
35,122380,10.5,14,3.3,8,9,48,2,109795,500,6,9,7,7,10,4,7,5,3,5,6,Male,Tier 3,Hybrid
44,65262,5.3,12,1.7,5,9,19,11,65713,82845,5,4,2,4,8,7,4,7,3,8,8,Female,Tier 2,Hybrid
42,106037,6.5,7,1.5,3,3,24,5,49686,19818,2,2,5,4,8,4,6,4,7,5,5,Male,Tier 3,Store
24,120990,10.3,7,6.0,5,10,20,14,124460,23111,5,4,3,7,3,5,10,4,2,9,1,Female,Tier 1,Hybrid
26,104293,12.0,6,5.1,6,10,49,9,140096,112029,10,2,3,5,8,5,7,5,4,7,9,Female,Tier 3,Online
48,201339,10.2,7,4.2,10,10,42,13,150000,69872,5,4,2,5,7,9,10,4,6,9,3,Male,Tier 1,Online
35,77971,9.0,7,4.1,5,9,34,5,71014,49283,5,7,2,3,7,9,6,5,5,7,7,Female,Tier 1,Online
