branch,order_id,order_dt,category,menu,sweet_level,price,cost,qty,revenue,gross_profit,gross_margin,trans_type,payment,gender,membership,member_id
alpha,alpha052308,2024-08-16 16:15:00,coffee,Iced Latte,0.75,65,22.75,3,195,126.75,0.65,eat in,credit card,F,False,
alpha,alpha052309,2024-08-16 16:17:00,smoothie,Kiwi Smoothie,0.25,90,40.5,1,90,49.5,0.55,delivery,cash,F,True,340.0
alpha,alpha052334,2024-08-16 18:50:00,bakery,Cheesecake,,120,72.0,1,120,48.0,0.4,delivery,credit card,M,False,
beta,beta069340,2024-08-17 13:04:00,smoothie,Watermelon Smoothie,0.5,75,30.0,1,75,45.0,0.6,eat in,mobile,F,True,
beta,beta069361,2024-08-17 15:34:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,eat in,mobile,F,True,538.0
alpha,alpha052394,2024-08-18 09:00:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,eat in,cash,F,True,
alpha,alpha052449,2024-08-19 11:47:00,tea,Thai Tea,0.5,70,17.5,2,140,105.0,0.75,to go,mobile,M,True,1097.0
alpha,alpha052508,2024-08-19 16:56:00,coffee,Latte,0.25,65,27.95,5,325,185.25,0.57,to go,credit card,F,True,
beta,beta069650,2024-08-19 19:31:00,coffee,Iced Americano,0.25,45,13.5,3,135,94.5,0.7,delivery,mobile,F,True,1059.0
beta,beta070094,2024-08-22 12:50:00,bakery,Cookie,,85,29.75,2,170,110.5,0.65,to go,mobile,M,True,1886.0
beta,beta070118,2024-08-22 14:26:00,bakery,Croissant,,85,46.75000000000001,3,255,114.74999999999996,0.4499999999999999,delivery,credit card,M,True,1052.0
alpha,alpha052902,2024-08-22 18:04:00,smoothie,Watermelon Smoothie,0.0,75,30.0,2,150,90.0,0.6,to go,credit card,F,True,866.0
alpha,alpha053103,2024-08-26 08:52:00,coffee,Iced Latte,0.5,65,22.75,2,130,84.5,0.65,to go,cash,M,True,1881.0
alpha,alpha053214,2024-08-26 18:30:00,coffee,Americano,0.25,45,14.4,1,45,30.6,0.68,delivery,mobile,F,False,
beta,beta070768,2024-08-26 19:13:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,to go,mobile,F,True,
alpha,alpha053309,2024-08-27 15:32:00,bakery,Donut,,40,12.0,1,40,28.0,0.7,delivery,credit card,M,True,82.0
beta,beta070992,2024-08-28 07:11:00,coffee,Mocha,0.25,70,30.1,1,70,39.900000000000006,0.5700000000000001,eat in,mobile,M,False,
beta,beta071028,2024-08-28 10:04:00,tea,Green Tea,0.25,65,24.7,1,65,40.3,0.62,to go,mobile,F,True,384.0
beta,beta071076,2024-08-28 13:19:00,tea,Yuzu Tea,0.75,70,24.5,3,210,136.5,0.65,eat in,mobile,F,True,
beta,beta071407,2024-08-30 11:08:00,coffee,Espresso,0.25,55,20.35,2,110,69.3,0.63,delivery,mobile,M,True,1890.0
alpha,alpha053596,2024-08-30 14:48:00,tea,Thai Tea,0.25,70,17.5,2,140,105.0,0.75,delivery,mobile,M,True,327.0
beta,beta071539,2024-08-31 09:27:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,eat in,mobile,F,True,385.0
beta,beta071777,2024-09-02 12:18:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,eat in,mobile,F,True,156.0
alpha,alpha053773,2024-09-02 14:55:00,tea,Thai Tea,0.5,70,17.5,3,210,157.5,0.75,delivery,credit card,M,False,
alpha,alpha053782,2024-09-02 15:15:00,coffee,Mocha,0.25,70,30.1,1,70,39.900000000000006,0.5700000000000001,eat in,credit card,F,True,67.0
alpha,alpha053788,2024-09-02 15:35:00,bakery,Muffin,,60,27.0,2,120,66.0,0.55,delivery,credit card,M,False,
beta,beta071843,2024-09-02 17:50:00,bakery,Croissant,,85,46.75000000000001,1,85,38.24999999999999,0.4499999999999999,eat in,mobile,M,True,
alpha,alpha053850,2024-09-03 07:36:00,coffee,Cappuccino,1.0,75,27.75,1,75,47.25,0.63,delivery,mobile,F,True,1269.0
alpha,alpha053864,2024-09-03 09:10:00,smoothie,Watermelon Smoothie,0.25,75,30.0,1,75,45.0,0.6,to go,credit card,F,False,
beta,beta071960,2024-09-03 14:12:00,coffee,Mocha Cold Brew,0.5,165,79.2,1,165,85.8,0.52,to go,mobile,M,True,405.0
alpha,alpha053965,2024-09-03 18:51:00,coffee,Cappuccino,0.25,75,27.75,1,75,47.25,0.63,to go,mobile,M,False,
alpha,alpha054160,2024-09-05 17:53:00,tea,Black Tea,0.25,40,8.0,3,120,96.0,0.8,delivery,credit card,F,False,
alpha,alpha054313,2024-09-06 21:36:00,tea,Green Tea,0.75,65,24.7,2,130,80.6,0.62,delivery,credit card,F,False,
beta,beta072733,2024-09-08 19:20:00,tea,Black Tea,1.0,40,8.0,2,80,64.0,0.8,to go,credit card,M,True,2057.0
beta,beta072788,2024-09-09 10:43:00,coffee,Americano,0.25,45,14.4,1,45,30.6,0.68,eat in,mobile,F,True,67.0
beta,beta072853,2024-09-09 15:30:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,eat in,mobile,F,True,591.0
alpha,alpha054469,2024-09-09 17:42:00,coffee,Mocha Cold Brew,0.25,165,79.2,1,165,85.8,0.52,eat in,mobile,M,False,
alpha,alpha054536,2024-09-10 13:27:00,coffee,Americano,0.0,45,14.4,1,45,30.6,0.68,to go,mobile,M,True,1249.0
beta,beta073404,2024-09-13 07:43:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,to go,mobile,F,True,
alpha,alpha054887,2024-09-13 14:12:00,smoothie,Watermelon Smoothie,0.75,75,30.0,1,75,45.0,0.6,eat in,mobile,M,False,
alpha,alpha054988,2024-09-14 15:51:00,tea,Bubble Tea,0.25,70,17.5,2,140,105.0,0.75,delivery,mobile,F,False,
beta,beta073708,2024-09-16 07:57:00,smoothie,Kiwi Smoothie,0.25,90,40.5,3,270,148.5,0.55,to go,mobile,F,True,1103.0
beta,beta073895,2024-09-17 08:40:00,coffee,Espresso,0.25,55,20.35,10,550,346.5,0.63,delivery,mobile,F,True,345.0
alpha,alpha055295,2024-09-18 08:27:00,tea,Thai Tea,0.25,70,17.5,2,140,105.0,0.75,eat in,mobile,F,True,171.0
alpha,alpha055317,2024-09-18 10:37:00,coffee,Nitro Flat White,0.25,155,74.39999999999999,1,155,80.60000000000001,0.52,to go,mobile,F,False,
alpha,alpha055373,2024-09-18 18:07:00,coffee,Nitro Flat White,0.5,155,74.39999999999999,3,465,241.8,0.52,eat in,credit card,F,False,
beta,beta074263,2024-09-19 12:05:00,coffee,Iced Latte,0.25,65,22.75,3,195,126.75,0.65,eat in,mobile,M,True,1139.0
beta,beta074661,2024-09-22 13:05:00,tea,Jasmine Tea,0.5,50,10.0,1,50,40.0,0.8,to go,mobile,F,True,
alpha,alpha055707,2024-09-23 10:02:00,bakery,Donut,,40,12.0,1,40,28.0,0.7,to go,credit card,F,False,
beta,beta074801,2024-09-23 14:19:00,bakery,Cookie,,85,29.75,2,170,110.5,0.65,delivery,mobile,M,True,1076.0
beta,beta075014,2024-09-24 16:04:00,coffee,Mocha Cold Brew,0.5,165,79.2,1,165,85.8,0.52,to go,mobile,M,True,
alpha,alpha055976,2024-09-25 15:46:00,smoothie,Kiwi Smoothie,0.25,90,40.5,3,270,148.5,0.55,eat in,mobile,F,False,
beta,beta075235,2024-09-26 10:23:00,bakery,Donut,,40,12.0,1,40,28.0,0.7,delivery,mobile,F,True,561.0
beta,beta075263,2024-09-26 12:27:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,eat in,mobile,F,False,
beta,beta075277,2024-09-26 13:01:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,to go,mobile,F,True,570.0
alpha,alpha056087,2024-09-26 17:28:00,bakery,Croissant,,85,46.75000000000001,1,85,38.24999999999999,0.4499999999999999,to go,mobile,F,False,
alpha,alpha056166,2024-09-27 12:05:00,coffee,Mocha,0.5,70,30.1,3,210,119.70000000000002,0.5700000000000001,delivery,credit card,F,True,530.0
beta,beta075536,2024-09-28 09:02:00,tea,Bubble Tea,0.25,70,17.5,2,140,105.0,0.75,delivery,mobile,M,True,2043.0
beta,beta075624,2024-09-29 07:21:00,bakery,Croissant,,85,46.75000000000001,1,85,38.24999999999999,0.4499999999999999,eat in,mobile,F,True,1686.0
beta,beta075625,2024-09-29 07:32:00,tea,Bubble Tea,0.75,70,17.5,3,210,157.5,0.75,to go,mobile,F,True,1024.0
alpha,alpha056426,2024-09-30 19:24:00,smoothie,Mango Smoothie,0.25,90,31.5,1,90,58.5,0.65,eat in,credit card,M,False,
beta,beta075863,2024-09-30 21:36:00,smoothie,Strawberry Smoothie,0.5,85,25.5,1,85,59.5,0.7,to go,mobile,F,True,1271.0
alpha,alpha056533,2024-10-01 17:55:00,bakery,Croissant,,85,46.75000000000001,1,85,38.24999999999999,0.4499999999999999,to go,credit card,M,False,
alpha,alpha056549,2024-10-01 19:02:00,bakery,Muffin,,60,27.0,1,60,33.0,0.55,delivery,credit card,F,True,2266.0
alpha,alpha056885,2024-10-04 15:27:00,coffee,Latte,0.25,65,27.95,1,65,37.05,0.57,eat in,credit card,F,False,
alpha,alpha056918,2024-10-04 17:47:00,tea,Bubble Tea,0.0,70,17.5,4,280,210.0,0.75,delivery,cash,M,False,
alpha,alpha056999,2024-10-06 16:03:00,smoothie,Watermelon Smoothie,0.25,75,30.0,1,75,45.0,0.6,to go,mobile,M,False,
alpha,alpha057053,2024-10-07 12:59:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,to go,mobile,F,True,2253.0
beta,beta076925,2024-10-08 07:30:00,smoothie,Strawberry Smoothie,0.5,85,25.5,2,170,119.0,0.7,eat in,mobile,M,True,1838.0
alpha,alpha057157,2024-10-08 10:55:00,coffee,Iced Latte,0.0,65,22.75,1,65,42.25,0.65,delivery,mobile,F,False,
beta,beta076981,2024-10-08 12:28:00,tea,Thai Tea,0.25,70,17.5,2,140,105.0,0.75,delivery,mobile,F,True,2323.0
beta,beta077188,2024-10-09 15:36:00,bakery,Sandwich,,80,28.0,2,160,104.0,0.65,to go,mobile,M,False,
alpha,alpha057350,2024-10-09 19:49:00,coffee,Mocha,0.0,70,30.1,1,70,39.900000000000006,0.5700000000000001,eat in,credit card,F,False,
alpha,alpha057408,2024-10-10 13:47:00,tea,Green Tea,0.5,65,24.7,2,130,80.6,0.62,to go,mobile,F,False,
beta,beta077335,2024-10-10 14:10:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,eat in,mobile,F,True,
alpha,alpha057510,2024-10-11 11:43:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,eat in,credit card,M,True,107.0
beta,beta077487,2024-10-11 12:15:00,tea,Bubble Tea,0.25,70,17.5,2,140,105.0,0.75,to go,credit card,F,True,1360.0
alpha,alpha057518,2024-10-11 12:31:00,bakery,Croissant,,85,46.75000000000001,2,170,76.49999999999999,0.4499999999999999,to go,credit card,M,True,249.0
beta,beta077517,2024-10-11 13:32:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,to go,mobile,M,True,1699.0
beta,beta077848,2024-10-15 12:14:00,bakery,Muffin,,60,27.0,3,180,99.0,0.55,eat in,mobile,M,True,
alpha,alpha057895,2024-10-16 13:35:00,bakery,Cheesecake,,120,72.0,2,240,96.0,0.4,delivery,credit card,F,False,
beta,beta078073,2024-10-16 17:56:00,smoothie,Kiwi Smoothie,0.75,90,40.5,3,270,148.5,0.55,to go,mobile,F,True,851.0
alpha,alpha058181,2024-10-18 18:26:00,coffee,Latte,1.0,65,27.95,1,65,37.05,0.57,to go,mobile,F,True,686.0
beta,beta078448,2024-10-18 19:07:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,eat in,mobile,F,True,2034.0
alpha,alpha058214,2024-10-19 14:21:00,smoothie,Watermelon Smoothie,0.5,75,30.0,2,150,90.0,0.6,to go,credit card,M,True,965.0
beta,beta078637,2024-10-20 16:15:00,tea,Green Tea,0.0,65,24.7,1,65,40.3,0.62,eat in,mobile,F,True,884.0
beta,beta078787,2024-10-21 16:01:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,to go,mobile,F,True,2337.0
alpha,alpha058375,2024-10-21 17:17:00,smoothie,Watermelon Smoothie,0.5,75,30.0,1,75,45.0,0.6,eat in,mobile,M,True,1945.0
beta,beta078803,2024-10-21 17:24:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,to go,mobile,F,True,2253.0
beta,beta078834,2024-10-21 19:31:00,bakery,Muffin,,60,27.0,2,120,66.0,0.55,eat in,mobile,M,True,1355.0
beta,beta078872,2024-10-22 09:47:00,coffee,Latte,0.25,65,27.95,1,65,37.05,0.57,to go,mobile,M,True,72.0
alpha,alpha058477,2024-10-22 15:28:00,coffee,Cappuccino,0.25,75,27.75,3,225,141.75,0.63,to go,cash,F,False,
beta,beta078991,2024-10-22 17:45:00,smoothie,Strawberry Smoothie,0.5,85,25.5,1,85,59.5,0.7,to go,mobile,M,True,846.0
beta,beta079066,2024-10-24 08:26:00,bakery,Cookie,,85,29.75,5,425,276.25,0.65,delivery,mobile,F,True,375.0
beta,beta079272,2024-10-25 11:43:00,tea,Bubble Tea,0.0,70,17.5,1,70,52.5,0.75,to go,mobile,M,True,
beta,beta079464,2024-10-26 14:51:00,smoothie,Watermelon Smoothie,0.5,75,30.0,2,150,90.0,0.6,delivery,mobile,M,False,
beta,beta079538,2024-10-27 12:39:00,tea,Yuzu Tea,0.0,70,24.5,1,70,45.5,0.65,to go,mobile,M,True,
beta,beta079610,2024-10-28 10:12:00,bakery,Croissant,,85,46.75000000000001,3,255,114.74999999999996,0.4499999999999999,delivery,mobile,F,False,
alpha,alpha058917,2024-10-28 15:50:00,coffee,Espresso,0.25,55,20.35,1,55,34.65,0.63,to go,credit card,F,False,
beta,beta079810,2024-10-29 12:21:00,smoothie,Mango Smoothie,1.0,90,31.5,2,180,117.0,0.65,to go,mobile,F,True,974.0
alpha,alpha059016,2024-10-29 13:34:00,tea,Thai Tea,0.0,70,17.5,1,70,52.5,0.75,to go,mobile,F,True,357.0
alpha,alpha059226,2024-10-31 10:56:00,bakery,Sandwich,,80,28.0,3,240,156.0,0.65,eat in,mobile,F,False,
beta,beta080195,2024-10-31 13:16:00,bakery,Cheesecake,,120,72.0,3,360,144.0,0.4,delivery,mobile,F,True,
alpha,alpha059238,2024-10-31 13:54:00,tea,Bubble Tea,0.25,70,17.5,1,70,52.5,0.75,eat in,credit card,M,True,1723.0
alpha,alpha059307,2024-11-01 08:13:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,to go,mobile,M,False,
beta,beta080325,2024-11-01 10:44:00,tea,Yuzu Tea,0.75,70,24.5,1,70,45.5,0.65,to go,mobile,M,False,
beta,beta080410,2024-11-01 16:11:00,bakery,Donut,,40,12.0,4,160,112.0,0.7,delivery,mobile,F,True,694.0
alpha,alpha059410,2024-11-01 16:56:00,coffee,Mocha,0.5,70,30.1,1,70,39.900000000000006,0.5700000000000001,eat in,mobile,F,False,
beta,beta080693,2024-11-04 10:29:00,bakery,Donut,,40,12.0,2,80,56.0,0.7,eat in,mobile,M,True,
alpha,alpha059536,2024-11-04 10:49:00,coffee,Nitro Flat White,0.25,155,74.39999999999999,3,465,241.8,0.52,eat in,mobile,F,False,
beta,beta081134,2024-11-06 15:08:00,tea,Bubble Tea,0.75,70,17.5,2,140,105.0,0.75,to go,mobile,M,True,1333.0
beta,beta081176,2024-11-06 17:53:00,tea,Green Tea,0.75,65,24.7,3,195,120.9,0.62,eat in,mobile,M,True,
alpha,alpha059924,2024-11-07 16:33:00,coffee,Iced Latte,0.0,65,22.75,3,195,126.75,0.65,eat in,mobile,F,True,2172.0
alpha,alpha059989,2024-11-08 11:09:00,tea,Thai Tea,0.25,70,17.5,2,140,105.0,0.75,to go,credit card,F,True,
beta,beta081471,2024-11-08 12:21:00,tea,Yuzu Tea,0.0,70,24.5,1,70,45.5,0.65,to go,mobile,F,True,1660.0
beta,beta081479,2024-11-08 12:41:00,bakery,Donut,,40,12.0,9,360,252.0,0.7,delivery,credit card,F,True,2049.0
alpha,alpha060089,2024-11-09 10:30:00,coffee,Iced Americano,0.0,45,13.5,1,45,31.5,0.7,to go,credit card,M,False,
beta,beta081626,2024-11-09 12:56:00,bakery,Sandwich,,80,28.0,3,240,156.0,0.65,eat in,credit card,M,True,441.0
alpha,alpha060285,2024-11-11 18:31:00,bakery,Muffin,,60,27.0,2,120,66.0,0.55,delivery,mobile,M,False,
alpha,alpha060290,2024-11-11 19:06:00,bakery,Donut,,40,12.0,2,80,56.0,0.7,eat in,cash,F,False,
alpha,alpha060343,2024-11-12 13:19:00,tea,Black Tea,0.25,40,8.0,1,40,32.0,0.8,to go,mobile,M,False,
beta,beta082177,2024-11-13 13:48:00,tea,Yuzu Tea,0.5,70,24.5,2,140,91.0,0.65,to go,mobile,M,False,
alpha,alpha060481,2024-11-13 14:45:00,tea,Black Tea,0.5,40,8.0,1,40,32.0,0.8,to go,mobile,M,True,1849.0
beta,beta082416,2024-11-15 07:53:00,tea,Yuzu Tea,0.25,70,24.5,1,70,45.5,0.65,delivery,mobile,M,True,749.0
alpha,alpha060739,2024-11-15 19:27:00,coffee,Latte,0.5,65,27.95,2,130,74.1,0.57,delivery,mobile,F,True,
beta,beta082589,2024-11-16 09:22:00,tea,Bubble Tea,0.5,70,17.5,1,70,52.5,0.75,to go,mobile,F,True,1869.0
beta,beta082621,2024-11-16 14:06:00,tea,Bubble Tea,0.75,70,17.5,1,70,52.5,0.75,delivery,mobile,M,True,
beta,beta082715,2024-11-17 17:58:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,delivery,mobile,M,True,1173.0
alpha,alpha060928,2024-11-18 16:22:00,coffee,Mocha,0.5,70,30.1,1,70,39.900000000000006,0.5700000000000001,eat in,credit card,F,False,
alpha,alpha060957,2024-11-18 19:21:00,tea,Thai Tea,0.75,70,17.5,3,210,157.5,0.75,eat in,mobile,M,False,
alpha,alpha061061,2024-11-19 16:07:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,to go,credit card,M,False,
alpha,alpha061090,2024-11-19 18:52:00,smoothie,Mango Smoothie,0.0,90,31.5,1,90,58.5,0.65,to go,mobile,M,True,2070.0
beta,beta083096,2024-11-20 09:02:00,bakery,Donut,,40,12.0,2,80,56.0,0.7,eat in,mobile,M,True,2331.0
beta,beta083234,2024-11-20 18:07:00,tea,Thai Tea,0.25,70,17.5,1,70,52.5,0.75,eat in,mobile,F,True,1526.0
alpha,alpha061355,2024-11-22 11:08:00,coffee,Mocha,0.25,70,30.1,3,210,119.70000000000002,0.5700000000000001,eat in,credit card,M,True,182.0
alpha,alpha061372,2024-11-22 13:35:00,smoothie,Watermelon Smoothie,0.25,75,30.0,3,225,135.0,0.6,to go,credit card,M,True,1222.0
alpha,alpha061408,2024-11-22 16:59:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,to go,mobile,M,True,
beta,beta083859,2024-11-25 09:25:00,smoothie,Kiwi Smoothie,0.25,90,40.5,1,90,49.5,0.55,to go,mobile,F,True,1282.0
beta,beta083888,2024-11-25 11:05:00,bakery,Sandwich,,80,28.0,1,80,52.0,0.65,eat in,credit card,F,True,
alpha,alpha061549,2024-11-25 13:02:00,coffee,Latte,0.75,65,27.95,1,65,37.05,0.57,to go,mobile,M,True,1524.0
beta,beta083930,2024-11-25 13:56:00,bakery,Croissant,,85,46.75000000000001,2,170,76.49999999999999,0.4499999999999999,delivery,mobile,M,True,1297.0
beta,beta084159,2024-11-26 16:17:00,coffee,Americano,0.5,45,14.4,6,270,183.6,0.68,delivery,mobile,F,True,
beta,beta084263,2024-11-27 10:56:00,bakery,Muffin,,60,27.0,1,60,33.0,0.55,delivery,mobile,F,True,
alpha,alpha061778,2024-11-27 14:37:00,bakery,Muffin,,60,27.0,1,60,33.0,0.55,to go,mobile,M,True,
alpha,alpha061936,2024-11-28 18:21:00,bakery,Sandwich,,80,28.0,4,320,208.0,0.65,delivery,credit card,F,False,
alpha,alpha061939,2024-11-28 18:36:00,coffee,Cappuccino,0.5,75,27.75,1,75,47.25,0.63,eat in,mobile,F,True,
alpha,alpha061942,2024-11-28 19:40:00,tea,Green Tea,0.75,65,24.7,1,65,40.3,0.62,to go,credit card,M,False,
beta,beta084565,2024-11-29 10:17:00,tea,Thai Tea,0.25,70,17.5,2,140,105.0,0.75,delivery,credit card,F,True,1403.0
beta,beta084575,2024-11-29 11:25:00,bakery,Donut,,40,12.0,1,40,28.0,0.7,to go,credit card,F,True,274.0
beta,beta084612,2024-11-29 15:01:00,tea,Green Tea,0.25,65,24.7,1,65,40.3,0.62,to go,credit card,F,True,1137.0
beta,beta084814,2024-12-01 14:07:00,tea,Bubble Tea,0.25,70,17.5,1,70,52.5,0.75,eat in,mobile,F,False,
alpha,alpha062266,2024-12-02 16:41:00,tea,Thai Tea,0.75,70,17.5,2,140,105.0,0.75,eat in,credit card,F,False,
beta,beta084952,2024-12-02 17:21:00,bakery,Croissant,,85,46.75000000000001,2,170,76.49999999999999,0.4499999999999999,to go,mobile,F,True,2318.0
beta,beta085078,2024-12-03 15:14:00,tea,Yuzu Tea,0.25,70,24.5,1,70,45.5,0.65,to go,mobile,F,True,855.0
beta,beta085137,2024-12-03 19:43:00,bakery,Cookie,,85,29.75,2,170,110.5,0.65,to go,mobile,M,True,1914.0
alpha,alpha062434,2024-12-03 19:47:00,bakery,Cookie,,85,29.75,3,255,165.75,0.65,to go,mobile,F,True,
beta,beta085179,2024-12-04 10:38:00,coffee,Mocha Cold Brew,1.0,165,79.2,1,165,85.8,0.52,to go,mobile,M,True,483.0
alpha,alpha062481,2024-12-04 11:05:00,coffee,Iced Latte,0.0,65,22.75,2,130,84.5,0.65,eat in,mobile,F,False,
alpha,alpha062705,2024-12-06 17:38:00,smoothie,Kiwi Smoothie,0.25,90,40.5,1,90,49.5,0.55,eat in,credit card,M,False,
alpha,alpha062706,2024-12-06 17:43:00,coffee,Americano,0.25,45,14.4,2,90,61.2,0.68,eat in,credit card,F,False,
alpha,alpha062820,2024-12-09 10:21:00,bakery,Croissant,,85,46.75000000000001,1,85,38.24999999999999,0.4499999999999999,delivery,mobile,M,False,
alpha,alpha062908,2024-12-09 20:04:00,coffee,Mocha Cold Brew,0.5,165,79.2,1,165,85.8,0.52,to go,credit card,F,True,
alpha,alpha062994,2024-12-11 08:05:00,coffee,Americano,1.0,45,14.4,2,90,61.2,0.68,eat in,credit card,F,True,
beta,beta085893,2024-12-11 17:28:00,coffee,Iced Latte,0.5,65,22.75,3,195,126.75,0.65,to go,mobile,F,True,2257.0
beta,beta085920,2024-12-12 06:06:00,tea,Thai Tea,0.5,70,17.5,1,70,52.5,0.75,to go,mobile,F,True,
beta,beta085936,2024-12-12 08:25:00,coffee,Espresso,0.25,55,20.35,3,165,103.95,0.63,eat in,credit card,F,True,
alpha,alpha063160,2024-12-12 14:12:00,coffee,Mocha Cold Brew,0.5,165,79.2,1,165,85.8,0.52,eat in,credit card,F,True,
beta,beta086007,2024-12-12 15:56:00,tea,Thai Tea,0.5,70,17.5,3,210,157.5,0.75,delivery,mobile,F,True,
alpha,alpha063284,2024-12-13 13:23:00,tea,Thai Tea,0.5,70,17.5,1,70,52.5,0.75,eat in,mobile,M,False,
alpha,alpha063301,2024-12-13 15:15:00,bakery,Croissant,,85,46.75000000000001,3,255,114.74999999999996,0.4499999999999999,to go,mobile,M,False,
alpha,alpha063388,2024-12-14 15:54:00,coffee,Cappuccino,1.0,75,27.75,1,75,47.25,0.63,eat in,credit card,F,False,
beta,beta086326,2024-12-15 17:56:00,bakery,Muffin,,60,27.0,1,60,33.0,0.55,eat in,mobile,F,True,
alpha,alpha063429,2024-12-15 20:29:00,bakery,Cheesecake,,120,72.0,3,360,144.0,0.4,to go,credit card,M,True,
alpha,alpha063537,2024-12-16 17:22:00,bakery,Croissant,,85,46.75000000000001,2,170,76.49999999999999,0.4499999999999999,to go,mobile,F,False,
alpha,alpha063638,2024-12-17 15:28:00,bakery,Donut,,40,12.0,2,80,56.0,0.7,to go,credit card,M,False,
beta,beta086722,2024-12-18 13:41:00,bakery,Cookie,,85,29.75,3,255,165.75,0.65,eat in,mobile,F,True,
alpha,alpha063759,2024-12-18 15:38:00,bakery,Donut,,40,12.0,1,40,28.0,0.7,delivery,mobile,F,False,
alpha,alpha063774,2024-12-18 18:37:00,tea,Yuzu Tea,0.0,70,24.5,2,140,91.0,0.65,to go,mobile,M,True,
alpha,alpha063912,2024-12-19 21:06:00,smoothie,Kiwi Smoothie,0.25,90,40.5,1,90,49.5,0.55,eat in,credit card,F,False,
beta,beta086920,2024-12-20 07:17:00,coffee,Nitro Flat White,0.25,155,74.39999999999999,3,465,241.8,0.52,delivery,mobile,M,True,
beta,beta086986,2024-12-20 13:07:00,bakery,Croissant,,85,46.75000000000001,1,85,38.24999999999999,0.4499999999999999,to go,mobile,F,False,
beta,beta087032,2024-12-20 16:53:00,bakery,Cheesecake,,120,72.0,3,360,144.0,0.4,eat in,mobile,M,True,
beta,beta087125,2024-12-21 13:56:00,bakery,Cheesecake,,120,72.0,1,120,48.0,0.4,to go,mobile,F,False,
beta,beta087262,2024-12-23 11:41:00,tea,Bubble Tea,0.5,70,17.5,2,140,105.0,0.75,eat in,mobile,M,True,1361.0
beta,beta087350,2024-12-23 17:28:00,tea,Thai Tea,0.5,70,17.5,1,70,52.5,0.75,eat in,mobile,F,True,1857.0
beta,beta087500,2024-12-24 15:38:00,bakery,Cheesecake,,120,72.0,1,120,48.0,0.4,to go,mobile,M,True,
alpha,alpha064518,2024-12-26 14:05:00,tea,Black Tea,0.25,40,8.0,1,40,32.0,0.8,to go,credit card,M,True,
alpha,alpha064541,2024-12-26 16:18:00,coffee,Latte,1.0,65,27.95,3,195,111.15,0.57,eat in,cash,F,True,
beta,beta087865,2024-12-27 09:35:00,smoothie,Watermelon Smoothie,0.5,75,30.0,1,75,45.0,0.6,eat in,mobile,M,True,2039.0
beta,beta088064,2024-12-28 17:13:00,bakery,Croissant,,85,46.75000000000001,2,170,76.49999999999999,0.4499999999999999,delivery,mobile,F,True,
